招生信息,,,,,,,,,2024年,,,2023年,,,2022年,,,2021年,,,2020年,,
批次,院校代码,院校名称,专业代码,专业名称,计划人数,学费,学制,选科要求,专业名称2024,投档计划数2024,最低位次2024,专业名称2023,投档计划数2023,最低位次2023,专业名称2022,投档计划数2022,最低位次2022,投档计划数2021,最低位次2021,专业名称2021,投档计划数2020,最低位次2020,专业名称2020
普通类一段,A036,对外经济贸易大学,24,数据科学与大数据技术(可参加与法学、保险学双学士学位项目选拔),5,5500,4,物理和化学,数据科学与大数据技术(可参加与法学、保险学双学士学位项目选拔),5,8540,数据科学与大数据技术,4,5822,,,,3,4174,精算学,,,
普通类一段,A036,对外经济贸易大学,28,精算学(含精算学-劳动与社会保障双学士学位项目；精算与风险管理实验班；与英国曼彻斯特大学、肯特大学联合培养“2+2”项目),4,5500,4,物理,精算学,4,12674,,,,,,,,,,2,3671,保险学
普通类一段,A036,对外经济贸易大学,33,金融数学,3,5000,4,物理,金融数学,3,8993,金融数学,3,5882,经济统计学,3,4344,,,,2,2957,金融数学
普通类一段,A036,对外经济贸易大学,34,经济统计学,3,5000,4,物理,经济统计学,3,7851,经济统计学,3,5265,金融学类,19,3525,,,,2,2801,经济统计学
普通类一段,A036,对外经济贸易大学,35,法学类(法学、法学(与大数据双学士学位项目)、法学(涉外型卓越经贸法律人才实验班)),8,5000,4,不限,法学类,8,5176,经济学类,6,5563,,,,,,,,,
普通类一段,A037,北京物资学院,1,经济学(实验班),1,4200,4,不限,经济学(实验班),1,50183,经济学(实验班),1,55271,经济学(实验班),1,52146,2,46070,经济学(实验班),2,48367,经济学(实验班)
普通类一段,A037,北京物资学院,2,经济学,1,4200,4,不限,经济学,1,58950,经济学,1,61561,,,,,,,,,
普通类一段,A037,北京物资学院,4,金融学(期货与证券实验班),4,4200,4,不限,金融学(期货与证券实验班),4,65813,金融学(期货与证券实验班),4,62898,金融学(期货与证券实验班),2,53728,2,48166,金融学类,1,48263,金融学类
普通类一段,A037,北京物资学院,5,金融学,3,4200,4,不限,金融学,3,67129,金融学,3,63130,金融学,1,50377,1,56147,物流管理与工程类,2,52401,物流管理与工程类
普通类一段,A037,北京物资学院,6,金融科技,2,4200,4,物理,金融科技,2,82096,金融科技,2,69232,物流管理,1,57919,1,51729,物流工程,,,
普通类一段,A037,北京物资学院,7,物流管理,1,4200,4,不限,物流管理,1,76900,物流管理,3,98489,物流工程(京东科技实验班),1,58873,,,,1,48391,计算机科学与技术(实验班)
普通类一段,A037,北京物资学院,9,采购管理,1,4200,4,不限,采购管理,1,71598,采购管理,1,66026,采购管理,1,65530,,,,,,
普通类一段,A037,北京物资学院,12,计算机科学与技术(实验班),2,4600,4,物理和化学,计算机科学与技术(实验班),2,50881,计算机科学与技术(实验班),2,45875,计算机科学与技术(实验班),1,47807,1,52809,数据科学与大数据技术,,,
普通类一段,A037,北京物资学院,14,物联网工程,1,4600,4,物理和化学,物联网工程,1,50723,,,,,,,1,55374,电子商务,1,47192,大数据管理与应用
普通类一段,A037,北京物资学院,17,人工智能,1,4600,4,物理和化学,人工智能,1,66286,人工智能,1,59878,,,,1,41403,会计学(管理会计),1,49483,财务管理
普通类一段,A037,北京物资学院,21,电子商务,1,4200,4,不限,电子商务,1,61000,电子商务,1,61237,,,,,,,,,
普通类一段,A037,北京物资学院,23,商务英语(实验班)(外语语种为英语，须口试合格),2,5000,4,不限,商务英语(实验班),2,95099,商务英语(实验班),2,81493,,,,,,,,,
普通类一段,A037,北京物资学院,24,会计学(注册会计师),2,4200,4,不限,会计学(注册会计师),3,45676,会计学(注册会计师),2,46423,,,,,,,,,
普通类一段,A037,北京物资学院,25,会计学(智能会计),1,4200,4,不限,会计学(智能会计),2,50254,会计学(智能会计),1,51260,,,,2,52249,商务英语(实验班),,,
普通类一段,A037,北京物资学院,26,财务管理,1,4200,4,不限,财务管理,1,49092,财务管理,1,49617,商务英语(实验班),1,59169,,,,,,
普通类一段,A037,北京物资学院,27,数据科学与大数据技术,1,4600,4,物理和化学,数据科学与大数据技术,1,56731,数据科学与大数据技术,1,49695,商务英语,1,57488,,,,,,
普通类一段,A037,北京物资学院,28,应用统计学,1,4600,4,物理和化学,应用统计学,1,55882,应用统计学,1,55415,会计学(注册会计师),1,42011,,,,,,
普通类一段,A037,北京物资学院,29,物流工程(京东科技实验班),1,4600,4,物理,物流工程(京东科技实验班),1,74217,物流工程(京东科技实验班),1,66207,会计学(智能会计),1,46147,,,,,,
普通类一段,A038,首都经济贸易大学,1,公共管理类(行政管理、土地资源管理、城市管理、城市管理(区域经济管理)),4,5000,4,不限,公共管理类,4,36452,公共管理类,3,34027,公共管理类,4,27604,3,23722,公共管理类,2,20583,公共管理类
普通类一段,A038,首都经济贸易大学,12,计算机科学与技术(不招色盲考生),4,5500,4,物理和化学,计算机科学与技术,4,28414,计算机科学与技术,3,21910,计算机科学与技术,3,22737,3,21662,计算机科学与技术,3,21277,计算机科学与技术
普通类一段,A038,首都经济贸易大学,15,工业工程,3,5000,4,物理,工业工程,3,46200,工业工程,2,38951,工业工程,3,33118,2,31041,工业工程,,,
普通类一段,A038,首都经济贸易大学,19,金融学(国际金融英文班),3,5000,4,不限,金融学(国际金融英文班),3,27465,金融学(国际金融英文班),3,22207,,,,,,,2,16126,金融学(国际金融英文班)
普通类一段,A038,首都经济贸易大学,28,工商管理(国际会计)(英文授课),3,5000,4,不限,工商管理(国际会计),3,25147,工商管理(国际会计),2,24851,工商管理(国际会计),2,22962,2,20808,工商管理(国际会计),2,19804,工商管理(国际会计)
普通类一段,A038,首都经济贸易大学,53,会计学(数智化国际会计卓越班),4,5000,4,不限,会计学(数智化国际会计卓越班),4,21593,会计学(数智化国际会计),3,19646,,,,6,37988,统计学(中外合作办学)(商业大数据方向),,,
普通类一段,A041,中国人民公安大学,0,法学,4,4200,4,不限,法学,4,11404,法学,4,9180,法学,4,8957,4,8986,法学,3,8278,法学
普通类一段,A043,北京体育大学,10,马克思主义理论,1,5000,4,思想政治和历史,马克思主义理论,1,22357,马克思主义理论,1,22492,马克思主义理论,1,20582,1,21463,马克思主义理论,1,16684,马克思主义理论
普通类一段,A043,北京体育大学,12,运动人体科学(色盲、色弱者，不予录取),2,6000,4,物理,运动人体科学,2,32415,运动人体科学,2,24023,运动人体科学,1,18181,1,16944,运动人体科学,,,
普通类一段,A043,北京体育大学,13,运动康复,2,6000,4,物理,运动康复,2,28951,运动康复,1,21917,运动康复,2,29978,2,22706,运动康复,4,25959,运动康复
普通类一段,A043,北京体育大学,14,智能体育工程,1,5000,4,物理,智能体育工程,1,26655,智能体育工程,1,24822,智能体育工程,1,23916,1,23742,智能体育工程,1,27910,智能体育工程
普通类一段,A043,北京体育大学,15,汉语国际教育,1,5000,4,不限,汉语国际教育,1,25318,汉语国际教育,1,22453,汉语国际教育,1,22670,1,23594,汉语国际教育,1,24333,汉语国际教育
普通类一段,A043,北京体育大学,16,英语,2,6000,4,不限,英语,2,28911,英语,2,34330,英语,2,23285,2,22892,英语,2,21638,英语
普通类一段,A043,北京体育大学,27,新闻学,1,5000,4,不限,新闻学,1,25998,新闻学,3,27619,新闻学,4,19431,5,19654,新闻学,5,22943,新闻学
普通类一段,A043,北京体育大学,29,网络与新媒体,1,5000,4,不限,网络与新媒体,1,26515,网络与新媒体,2,25680,网络与新媒体,2,22546,2,21672,网络与新媒体,2,22731,网络与新媒体
普通类一段,A043,北京体育大学,30,应用心理学(色盲、色弱者，不予录取),1,6000,4,物理,应用心理学,1,33947,应用心理学,2,26708,应用心理学,2,25621,2,23888,应用心理学,3,24246,应用心理学
普通类一段,A043,北京体育大学,31,数据科学与大数据技术(不能准确识别红、黄、绿、兰、紫颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取),4,6000,4,物理和化学,数据科学与大数据技术,4,26869,数据科学与大数据技术,3,23243,数据科学与大数据技术,4,24022,2,23649,数据科学与大数据技术,2,25803,数据科学与大数据技术
普通类一段,A043,北京体育大学,33,体育经济与管理(不能准确识别红、黄、绿、兰、紫颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取),2,5000,4,不限,体育经济与管理,2,30632,体育经济与管理,3,31981,体育经济与管理,3,23426,5,24951,体育经济与管理,5,26582,体育经济与管理
普通类一段,A043,北京体育大学,35,公共事业管理(不能准确识别红、黄、绿、兰、紫颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取),1,5000,4,不限,公共事业管理,1,27845,公共事业管理,1,30039,公共事业管理,2,26043,4,26682,公共事业管理,4,26632,公共事业管理
普通类一段,A043,北京体育大学,36,旅游管理,1,5000,4,不限,旅游管理,1,34107,旅游管理,2,74529,旅游管理,2,26928,4,29794,旅游管理,4,30134,旅游管理
普通类一段,A043,北京体育大学,49,康复物理治疗(色盲、色弱者，不予录取),3,6000,4,物理和化学,康复物理治疗,3,47039,康复物理治疗,3,30579,康复物理治疗,3,30493,2,24991,康复物理治疗,,,
普通类一段,A047,中央美术学院,12,艺术史论,3,8000,4,不限,艺术史论,3,29675,,,,,,,,,,,,
普通类一段,A047,中央美术学院,13,艺术管理,2,8000,4,不限,艺术管理,2,41237,,,,,,,,,,,,
普通类一段,A047,中央美术学院,14,文化产业管理,1,8000,4,不限,文化产业管理,1,39601,,,,,,,,,,,,
普通类一段,A047,中央美术学院,15,艺术教育,1,8000,4,不限,艺术教育,1,41877,,,,,,,,,,,,
普通类一段,A047,中央美术学院,16,工业设计,2,15000,4,物理和化学,工业设计,2,37341,,,,,,,,,,,,
普通类一段,A047,中央美术学院,17,城市设计,2,15000,4,历史,城市设计,2,29883,,,,,,,,,,,,
普通类一段,A048,中央戏剧学院,0D,戏剧影视文学(戏剧创作),3,8000,5,不限,戏剧影视文学(戏剧创作),3,24869,,,,,,,,,,,,
普通类一段,A048,中央戏剧学院,0E,戏剧影视文学(电视剧创作),2,8000,4,不限,戏剧影视文学(电视剧创作),2,24983,,,,,,,,,,,,
普通类一段,A048,中央戏剧学院,0F,戏剧学(戏剧史论与批评),2,8000,4,不限,戏剧学(戏剧史论与批评),2,29699,,,,,,,,,,,,
普通类一段,A048,中央戏剧学院,0M,戏剧教育(按师范类专业进行人才培养),3,8000,4,不限,戏剧教育,3,33097,,,,,,,,,,,,
普通类一段,A049,中国戏曲学院,0N,戏剧影视文学(戏曲文学)(语文单科成绩须达到110分),3,8000,4,不限,戏剧影视文学(戏曲文学),3,71245,艺术管理(国际文化交流),3,75762,,,,,,,,,
普通类一段,A049,中国戏曲学院,0W,艺术管理(国际文化交流)(外语单科成绩须达到110分),1,8000,4,不限,艺术管理(国际文化交流),1,65927,,,,,,,,,,,,
普通类一段,A050,北京电影学院,31,戏剧影视文学(剧作)(录取规则详见我校在教育部阳光平台公示的2024年招生章程),3,8000,4,不限,戏剧影视文学(剧作),3,25075,,,,,,,,,,,,
普通类一段,A050,北京电影学院,32,电影学(制片与市场)(录取规则详见我校在教育部阳光平台公示的2024年招生章程),5,8000,4,不限,电影学(制片与市场),5,53989,,,,,,,,,,,,
普通类一段,A050,北京电影学院,34,电影学(录取规则详见我校在教育部阳光平台公示的2024年招生章程),2,8000,4,不限,电影学,2,38739,,,,,,,,,,,,
普通类一段,A050,北京电影学院,35,戏剧影视文学(动漫策划)(录取规则详见我校在教育部阳光平台公示的2024年招生章程),2,8000,4,不限,戏剧影视文学(动漫策划),2,30832,,,,,,,,,,,,
普通类一段,A050,北京电影学院,37,数字媒体技术(录取规则详见我校在教育部阳光平台公示的2024年招生章程),2,4600,4,物理和化学,数字媒体技术,2,21801,,,,,,,,,,,,
普通类一段,A050,北京电影学院,38,广播电视编导(录取规则详见我校在教育部阳光平台公示的2024年招生章程),4,10000,4,不限,广播电视编导,4,37261,,,,,,,,,,,,
普通类一段,A050,北京电影学院,39,网络与新媒体(录取规则详见我校在教育部阳光平台公示的2024年招生章程),3,4200,4,物理,网络与新媒体,3,49950,,,,,,,,,,,,
普通类一段,A052,中央民族大学,21,哲学类(哲学、宗教学),2,5000,4,不限,哲学类,3,15463,哲学类,2,15399,,,,,,,3,12629,信息与计算科学
普通类一段,A052,中央民族大学,22,经济学类(经济学、财政学金融学、国际经济与贸易),15,5000,4,不限,经济学类,15,17967,经济学类,20,15863,,,,,,,3,12312,统计学类
普通类一段,A052,中央民族大学,23,法学类(法学、法学(涉外法治)),14,5000,4,不限,法学类,15,12406,法学类,14,11894,,,,,,,3,13648,光电信息科学与工程
普通类一段,A052,中央民族大学,25,社会学类(社会学、社会工作),3,5000,4,不限,社会学类,4,16364,社会学类,4,14917,,,,,,,,,
普通类一段,A052,中央民族大学,26,民族学,2,5000,4,历史,民族学,3,16011,民族学,2,14001,,,,,,,,,
普通类一段,A052,中央民族大学,27,历史学类(考古学、文物与博物馆学),3,5000,4,历史,历史学类,4,15317,历史学类,2,11082,,,,,,,4,12431,电子信息类
普通类一段,A052,中央民族大学,29,历史学,3,5000,4,历史,历史学,4,14992,历史学,3,12757,统计学类,8,13833,,,,4,27905,环境科学(中外合作办学)
普通类一段,A052,中央民族大学,30,教育学,3,5000,4,不限,教育学,3,18777,教育学,4,16730,信息与计算科学,8,14985,3,13509,信息与计算科学,,,
普通类一段,A052,中央民族大学,32,汉语言文学,5,5000,4,不限,汉语言文学,6,10640,汉语言文学,4,9686,纳米材料与技术,8,19813,3,11888,统计学类,,,
普通类一段,A052,中央民族大学,33,汉语国际教育,3,5000,4,不限,汉语国际教育,4,15806,汉语国际教育,3,14928,光电信息科学与工程,8,15199,3,13876,光电信息科学与工程,,,
普通类一段,A052,中央民族大学,34,新闻传播学类(新闻学、广告学、网络与新媒体),8,5000,4,不限,新闻传播学类,8,18750,新闻传播学类,8,16400,生物科学类,12,15226,3,12844,生物科学类,,,
普通类一段,A052,中央民族大学,35,工商管理类(工商管理、会计学、财务管理、人力资源管理),12,5000,4,不限,工商管理类,12,17502,工商管理类,14,16801,环境科学与工程类,12,17006,2,13881,环境科学与工程类,,,
普通类一段,A052,中央民族大学,36,公共管理类(公共事业管理、行政管理),6,5000,4,不限,公共管理类,6,18524,公共管理类,5,18338,环境科学(中外合作办学),4,29879,4,30975,环境科学(中外合作办学),,,
普通类一段,A052,中央民族大学,37,外国语言文学类(英语、翻译)(外语语种为英语),5,6000,4,不限,外国语言文学类,5,18712,外国语言文学类,5,19507,电子信息类,12,13598,3,12534,电子信息类,,,
普通类一段,A052,中央民族大学,39,日语(外语语种为英语),2,6000,4,不限,日语,2,19887,日语,3,21707,,,,,,,,,
普通类一段,A052,中央民族大学,51,信息与计算科学,8,5300,4,物理和化学,信息与计算科学,8,16502,信息与计算科学,7,15191,,,,,,,,,
普通类一段,A052,中央民族大学,52,统计学类(统计学、应用统计学),8,5300,4,物理和化学,统计学类,8,17068,统计学类,7,15903,,,,,,,,,
普通类一段,A052,中央民族大学,53,纳米材料与技术,8,5300,4,物理和化学,纳米材料与技术,8,20611,纳米材料与技术,7,20277,,,,,,,,,
普通类一段,A052,中央民族大学,54,光电信息科学与工程,8,5300,4,物理和化学,光电信息科学与工程,8,15760,光电信息科学与工程,7,14561,,,,,,,,,
普通类一段,A052,中央民族大学,55,电子信息类(电子信息工程、通信工程、人工智能),14,5300,4,物理和化学,电子信息类,15,14574,电子信息类,11,13029,,,,,,,,,
普通类一段,A052,中央民族大学,58,生物科学类(生物科学、生态学),14,5300,4,物理和化学,生物科学类,14,19700,生物科学类,11,16787,,,,,,,,,
普通类一段,A052,中央民族大学,59,环境科学与工程类(环境工程、环境科学、化学),8,5300,4,物理和化学,环境科学与工程类,8,24711,环境科学与工程类,11,20820,,,,,,,,,
普通类一段,A053,中国政法大学,1,哲学(拔尖创新人才培养实验班)(本科阶段综合考核排名前10名(全国招生规模25人)的学生，将获得我校免试攻读法学等专业研究生推荐资格，详见章程),3,5000,4,不限,哲学(拔尖创新人才培养实验班),3,11838,哲学(拔尖创新人才培养实验班),3,10046,哲学(拔尖创新人才培养实验班),3,6617,3,6555,哲学(拔尖创新人才培养实验班),3,5857,哲学
普通类一段,A053,中国政法大学,2,法学,28,5000,4,不限,法学,28,3810,法学,25,2996,,,,25,3332,法学,29,2921,法学
普通类一段,A053,中国政法大学,3,法学(法学人才培养模式改革实验班)(本科阶段综合考核排名前80%的学生，获得我校免试攻读研究生推荐资格，详见章程),10,5000,4,不限,法学(法学人才培养模式改革实验班),10,2259,法学(法学人才培养模式改革实验班),14,1972,法学(法学人才培养模式改革实验班),14,1905,14,2097,法学(法学人才培养模式改革实验班),14,1987,法学(法学人才培养模式改革实验班)
普通类一段,A053,中国政法大学,4,法学(涉外法治人才培养实验班)(本科学习阶段综合考核排名前30名(全国招生规模60人)的学生，将获得我校免试攻读研究生推荐资格，详见章程),7,5000,4,不限,法学(涉外法治人才培养实验班),7,2475,法学(涉外法治人才培养实验班),7,2251,法学(涉外法治人才培养实验班),7,2092,7,2174,法学(涉外法治人才培养实验班),7,2121,法学(涉外法律人才培养模式实验班)
普通类一段,A053,中国政法大学,9,社会工作,1,5000,4,不限,社会工作,1,9220,社会工作,1,9190,社会工作,1,7511,1,6058,社会工作,1,5367,社会工作
普通类一段,A053,中国政法大学,11,汉语言文学,2,5000,4,不限,汉语言文学,2,8601,汉语言文学,2,8276,汉语言文学,2,6685,2,6103,汉语言文学,2,5112,汉语言文学
普通类一段,A053,中国政法大学,12,英语(法律英语实验班)(外语语种为英语，本科阶段综合考核排名前12名(全国招生规模60人)的学生将获得我校免试攻读法学专业研究生推荐资格，详见章程),4,6000,4,不限,英语(法律英语实验班),4,10468,英语(法律英语实验班),4,10007,英语(法律英语实验班),4,6945,4,6391,英语(法律英语实验班),4,5669,英语(法律英语方向)
普通类一段,A053,中国政法大学,13,翻译(法律翻译实验班)(外语语种为英语，本科阶段综合考核排名前8名(全国招生规模40人)的学生将获得我校免试攻读法学专业研究生推荐资格，详见章程),2,6000,4,不限,翻译(法律翻译实验班),2,9780,翻译(法律翻译实验班),2,9413,翻译(法律翻译实验班),2,7778,2,6829,翻译(法律翻译实验班),2,5594,翻译(法律翻译方向)
普通类一段,A053,中国政法大学,14,德语(法律德语实验班)(外语语种为英语，德语，本科阶段综合考核排名前4名(全国招生规模20人)的学生将获得我校免试攻读法学专业研究生推荐资格，详见章程),3,6000,4,不限,德语(法律德语实验班),3,13144,德语(法律德语实验班),3,11500,德语(法律德语实验班),3,10019,3,9945,德语,3,5885,德语
普通类一段,A053,中国政法大学,18,工商管理,4,5000,4,不限,工商管理,4,14899,工商管理,4,10968,工商管理,4,8423,4,6836,工商管理,4,5329,工商管理
普通类一段,A053,中国政法大学,19,国际商务(涉外法商人才培养实验班)(本科阶段综合考核排名前20名(全国招生规模50人)的学生将获得我校免试攻读法学等专业研究生推荐资格，详见章程),3,5000,4,不限,国际商务(涉外法商人才培养实验班),3,8649,国际商务,3,12733,国际商务,3,8127,3,7893,国际商务,3,6833,国际商务
普通类一段,A053,中国政法大学,20,行政管理,3,5000,4,不限,行政管理,3,13216,行政管理,3,10864,行政管理,3,8176,3,7082,行政管理,3,5848,行政管理
普通类一段,A053,中国政法大学,23,国际政治,3,5000,4,思想政治,国际政治,3,10993,国际政治,2,8047,国际政治,2,5678,2,5313,国际政治,2,4666,国际政治
普通类一段,A053,中国政法大学,24,政治学与行政学,3,5000,4,思想政治,政治学与行政学,3,7920,政治学与行政学,3,5718,政治学与行政学,3,4826,3,4676,政治学与行政学,3,4888,政治学与行政学
普通类一段,A053,中国政法大学,25,经济学,1,5000,4,不限,经济学,1,9346,经济学,1,7012,经济学,1,5454,1,5031,经济学,1,4438,经济学
普通类一段,A053,中国政法大学,26,金融工程(成思危现代金融菁英班),6,5000,4,物理,金融工程(成思危现代金融菁英班),6,15678,金融工程(成思危现代金融菁英班),4,7619,金融工程(成思危现代金融菁英班),4,5728,4,5043,金融工程(成思危现代金融菁英班),4,4303,金融工程(成思危现代金融菁英班)
普通类一段,A053,中国政法大学,27,信息管理与信息系统(数据法学实验班)(本科学习阶段综合考核排名前15名(全国招生规模30人)的学生，将获得我校免试攻读法学专业研究生推荐资格，详见章程),2,5000,4,物理,信息管理与信息系统(数据法学实验班),2,9732,信息管理与信息系统(法治信息管理实验班),2,9863,信息管理与信息系统(法治信息管理实验班),2,7916,2,6464,信息管理与信息系统(法治信息管理实验班),2,5083,信息管理与信息系统(法治信息管理方向)
普通类一段,A053,中国政法大学,28,法学(北京外国语大学联合培养涉外法治人才)(由我校和北京外国语大学联合培养。第二学年集中到北外学习，授予联合学士学位。经考核合格的，均可获得我校免试攻读研究生推荐资格，详见章程),4,5000,4,不限,法学(北京外国语大学联合培养涉外法治人才),4,1711,法学(北京外国语大学联合培养涉外法治人才),4,1340,法学(北京外国语大学联合培养涉外法治人才),4,1414,4,1675,法学(北京外国语大学联合培养涉外法治人才),,,
普通类一段,A053,中国政法大学,83,法学(纪检、监察实验班)(本科阶段综合考核排名前15名(全国招生规模30人)的学生将获得我校免试攻读研究生推荐资格，详见章程),3,5000,4,不限,法学(纪检、监察实验班),3,2707,,,,,,,,,,,,
普通类一段,A054,华北电力大学(北京),1,电气工程及其自动化,14,5500,4,物理和化学,电气工程及其自动化,14,6084,电气类,18,6219,电气类,17,7164,16,7721,电气类,16,7424,电气类
普通类一段,A054,华北电力大学(北京),2,智能电网信息工程,3,5500,4,物理和化学,智能电网信息工程,3,6160,,,,,,,,,,5,9262,电子信息类
普通类一段,A054,华北电力大学(北京),4,电子科学与技术,1,5500,4,物理和化学,电子科学与技术,1,8501,储能科学与工程,3,11974,能源动力类(储能),2,13004,2,13610,能源动力类(储能),1,11376,机械类
普通类一段,A054,华北电力大学(北京),5,通信工程,2,5500,4,物理和化学,通信工程,2,10389,氢能科学与工程,1,9557,能源动力类(氢能),1,10285,1,11919,机械类,2,13286,材料类
普通类一段,A054,华北电力大学(北京),6,机械工程,1,5500,4,物理和化学,机械工程,1,11388,机械工程,1,11137,机械类,1,11886,2,15002,材料类,1,13749,土木类
普通类一段,A054,华北电力大学(北京),7,材料科学与工程,1,5500,4,物理和化学,材料科学与工程,1,15403,材料科学与工程,2,13968,材料类,2,15836,1,14958,土木类,8,11533,自动化类
普通类一段,A054,华北电力大学(北京),9,储能科学与工程,2,5500,4,物理和化学,储能科学与工程,2,12623,,,,,,,11,11029,计算机类,6,13397,管理科学与工程类
普通类一段,A054,华北电力大学(北京),0A,氢能科学与工程,2,5500,4,物理和化学,氢能科学与工程,2,10177,测控技术与仪器,2,12783,自动化类(测控),2,12541,5,15470,管理科学与工程类,,,
普通类一段,A054,华北电力大学(北京),0B,测控技术与仪器,2,5500,4,物理和化学,测控技术与仪器,2,13671,计算机类(计算机),8,10984,计算机类(计算机),8,11427,,,,3,12165,能源动力类(新能源)
普通类一段,A054,华北电力大学(北京),0C,人工智能,1,5500,4,物理和化学,人工智能,1,10487,计算机类(智能),3,11013,计算机类(智能),3,11408,1,17558,物流管理与工程类(供应链),3,12920,水利类
普通类一段,A054,华北电力大学(北京),0E,机器人工程,1,5500,4,物理和化学,机器人工程,1,11677,,,,,,,3,14656,水利类,4,15031,环境科学与工程类
普通类一段,A054,华北电力大学(北京),0F,计算机科学与技术,4,5500,4,物理和化学,计算机科学与技术,4,11671,供应链管理,1,16265,物流管理与工程类(供应链),1,14374,,,,4,11893,数学类
普通类一段,A054,华北电力大学(北京),0G,软件工程,3,5500,4,物理和化学,软件工程,3,11689,能源动力类(新能源),5,12016,能源动力类(新能源),3,12742,5,17771,环境科学与工程类,9,14451,工商管理类
普通类一段,A054,华北电力大学(北京),0H,网络空间安全,3,5500,4,物理和化学,网络空间安全,3,12341,水利类,3,18510,水利类,3,17213,4,13002,数学类,3,14662,法学类
普通类一段,A054,华北电力大学(北京),0J,金融学,2,5000,4,物理,金融学,2,26104,,,,,,,8,16144,工商管理类,4,14042,公共管理类
普通类一段,A054,华北电力大学(北京),0K,工程管理,2,5000,4,物理,工程管理,2,20769,数学类,4,13658,数学类,4,14535,3,14525,法学类,1,16127,外国语言文学类
普通类一段,A054,华北电力大学(北京),0L,工商管理,3,5000,4,物理,工商管理,3,26165,应用物理学,1,14775,物理学类,1,14845,4,16321,公共管理类,1,11929,物理学类
普通类一段,A054,华北电力大学(北京),0M,会计学,3,5000,4,物理,会计学,3,18991,环境科学与工程类,3,21874,环境科学与工程类,4,19523,1,15985,外国语言文学类,,,
普通类一段,A054,华北电力大学(北京),0N,供应链管理,1,5000,4,物理,供应链管理,1,17933,工商管理类,6,21025,工商管理类,8,17552,1,13014,物理学类,,,
普通类一段,A054,华北电力大学(北京),0R,法学,3,5000,4,历史,法学,3,16866,网络与新媒体,2,15611,网络与新媒体,2,14841,8,11806,自动化类,,,
普通类一段,A054,华北电力大学(北京),0S,网络与新媒体,2,5000,4,历史,网络与新媒体,2,19659,外国语言文学类,1,21670,外国语言文学类,1,17159,,,,,,
普通类一段,A054,华北电力大学(北京),0T,公共管理类(公共事业管理、行政管理),3,5000,4,历史,公共管理类,3,25948,碳储科学与工程,1,12509,电子信息类,5,10011,6,16316,核工程类,,,
普通类一段,A054,华北电力大学(北京),0U,信息与计算科学,2,5500,4,物理和化学,信息与计算科学,2,15150,电子信息类,5,9834,,,,,,,,,
普通类一段,A054,华北电力大学(北京),0V,应用物理学,1,5500,4,物理和化学,应用物理学,1,15663,,,,能源动力类(能动),8,14007,,,,,,
普通类一段,A054,华北电力大学(北京),0W,数据科学与大数据技术,2,5500,4,物理和化学,数据科学与大数据技术,2,12335,能源与动力工程,8,13155,,,,,,,,,
普通类一段,A054,华北电力大学(北京),0X,外国语言文学类(英语、翻译)(外语语种为英语),1,6000,4,历史,外国语言文学类,1,22397,,,,自动化类(自动化),5,11989,,,,,,
普通类一段,A054,华北电力大学(北京),0Z,碳储科学与工程,1,5500,4,物理和化学,碳储科学与工程,1,15146,,,,管理科学与工程类,5,17407,,,,,,
普通类一段,A054,华北电力大学(北京),12,水利类(水利水电工程、水文与水资源工程),3,5500,4,物理和化学,水利类,3,20274,核工程类,6,15987,,,,,,,,,
普通类一段,A054,华北电力大学(北京),13,电子信息工程,2,5500,4,物理和化学,电子信息工程,2,10394,,,,,,,,,,,,
普通类一段,A054,华北电力大学(北京),15,能源与动力工程,9,5500,4,物理和化学,能源与动力工程,9,13691,,,,,,,,,,,,
普通类一段,A054,华北电力大学(北京),19,能源动力类(新能源)(新能源科学与工程、新能源材料与器件),5,5500,4,物理和化学,能源动力类(新能源),5,12938,,,,,,,,,,,,
普通类一段,A054,华北电力大学(北京),1B,核工程类(核工程与核技术、辐射防护与核安全),6,5500,4,物理和化学,核工程类,6,16491,,,,,,,,,,,,
普通类一段,A054,华北电力大学(北京),1D,应用化学,3,5500,4,物理和化学,应用化学,3,20409,,,,,,,,,,,,
普通类一段,A054,华北电力大学(北京),1F,环境科学,1,5500,4,物理和化学,环境科学,1,20301,,,,,,,,,,,,
普通类一段,A055,南开大学,10,经济学类(经济学、国际经济与贸易、财政学、商务经济学)(本专业大类内专业任选。包含经管法班等特色人才培养项目，大类内均为国家级一流本科专业建设点，并新增数字经济新专业),11,5200,4,不限,经济学类,11,3458,,,,,,,,,,7,1150,金融学类
普通类一段,A055,南开大学,12,临床医学(5+3一体化)(本硕一体化培养),9,6200,5,物理和化学,临床医学(5+3一体化),9,2884,,,,,,,,,,,,
普通类一段,A055,南开大学,15,中国语言文学类(汉语言文学、新闻学、网络与新媒体(出版与智能传播方向)、汉语国际教育)(本专业大类内专业任选。国家文科基础学科人才培养和科学研究优秀基地，国家级一流本科专业),5,5200,4,不限,中国语言文学类,5,3895,,,,,,,,,,,,
