招生信息,,,,,,,,,2024年,,,2023年,,,2022年,,,2021年,,,2020年,,
批次,院校代码,院校名称,专业代码,专业名称,计划人数,学费,学制,选科要求,专业名称2024,投档计划数2024,最低位次2024,专业名称2023,投档计划数2023,最低位次2023,专业名称2022,投档计划数2022,最低位次2022,投档计划数2021,最低位次2021,专业名称2021,投档计划数2020,最低位次2020,专业名称2020
普通类一段,A532,湖南大学,19,数学类(信息与计算科学、数学与应用数学),8,5300,4,物理和化学,数学类,8,9059,化学类,5,11794,机器人工程,3,8174,1,9456,保险学(风险管理实验班),1,10443,保险学
普通类一段,A532,湖南大学,20,应用物理学,6,6500,4,物理和化学,应用物理学,6,11111,,,,机械类,18,12507,,,,1,7083,精算学
普通类一段,A532,湖南大学,21,化学类(化学、应用化学、化学生物学),7,5300,4,物理和化学,化学类,7,12980,,,,工程力学(力学实验班),2,10008,,,,2,8326,统计学类
普通类一段,A532,湖南大学,23,生物技术(可分流至：生物技术、生物医学工程),2,6500,4,物理和化学,生物技术,2,12238,统计学类,2,7512,智能制造工程,2,8911,,,,6,10514,国际经济与贸易
普通类一段,A532,湖南大学,24,统计学类(统计学、经济统计学),2,5500,4,物理和化学,统计学类,2,7845,工程力学(力学实验班),2,10834,,,,1,8560,国际经济与贸易(实验班),1,9521,国际经济与贸易(实验班)
普通类一段,A532,湖南大学,25,工程力学(力学实验班),2,6500,4,物理和化学,工程力学(力学实验班),2,11033,机械类,18,12206,建筑学,6,10027,,,,4,11183,工业设计
普通类一段,A532,湖南大学,26,机械类(机械设计制造及其自动化、车辆工程、工业工程),19,6500,4,物理和化学,机械类,19,11735,工业设计,5,12215,城乡规划,2,11531,,,,2,10532,生物技术
普通类一段,A532,湖南大学,27,工业设计,5,6500,4,物理和化学,工业设计,5,12711,智能制造工程,2,9217,金融学,11,9342,,,,3,10561,生物医学工程
普通类一段,A532,湖南大学,28,智能制造工程,2,6500,4,物理和化学,智能制造工程,2,9234,,,,保险学(风险管理实验班),1,9513,,,,6,8647,数学类
普通类一段,A532,湖南大学,30,测控技术与仪器,1,6500,4,物理和化学,测控技术与仪器,1,9164,,,,统计学类,2,8481,,,,3,12025,建筑环境与能源应用工程
普通类一段,A532,湖南大学,32,能源与动力工程(未来能源与动力创新实验班),2,6500,4,物理和化学,能源与动力工程(未来能源与动力创新实验班),2,10260,,,,数字经济,3,9605,,,,2,9900,英语
普通类一段,A532,湖南大学,34,电气工程及其自动化,20,6500,4,物理和化学,电气工程及其自动化,20,7932,电子信息工程,2,7098,,,,,,,2,7790,汉语言文学
普通类一段,A532,湖南大学,35,电子信息工程,6,6500,4,物理和化学,电子信息工程,6,7446,电子科学与技术,5,8271,工业设计,5,12276,,,,4,10368,应用物理学
普通类一段,A532,湖南大学,36,电子科学与技术,5,6500,4,物理和化学,电子科学与技术,5,8519,,,,生物技术,2,10845,,,,6,10300,电子科学与技术
普通类一段,A532,湖南大学,37,通信工程,6,6500,4,物理和化学,通信工程,6,8329,人工智能,3,8116,生物医学工程,3,11373,,,,5,9612,新闻传播学类
普通类一段,A532,湖南大学,38,微电子科学与工程,2,6500,4,物理和化学,微电子科学与工程,2,8024,,,,数学类,6,8501,,,,,,
普通类一段,A532,湖南大学,39,人工智能,3,6500,4,物理和化学,人工智能,3,8340,机器人工程,3,7996,,,,,,,,,
普通类一段,A532,湖南大学,40,自动化,14,6500,4,物理和化学,自动化,14,8682,计算机科学与技术,3,5428,土木类,18,16716,,,,,,
普通类一段,A532,湖南大学,41,机器人工程,3,6500,4,物理和化学,机器人工程,3,8170,计算机科学与技术(智能班),7,6956,土木工程(智能土木实验班),2,10256,,,,,,
普通类一段,A532,湖南大学,42,计算机科学与技术(可分流至：计算机科学与技术、数据科学与大数据技术),7,6500,4,物理和化学,计算机科学与技术,7,5813,软件工程,5,7343,建筑环境与能源应用工程(低碳建筑实验班),3,13853,1,5495,计算机科学与技术(拔尖实验班),,,
普通类一段,A532,湖南大学,43,计算机科学与技术(智能班)(可分流至：智能科学与技术、物联网工程),7,6500,4,物理和化学,计算机科学与技术(智能班),7,7485,信息安全,5,8120,给排水科学与工程,2,13492,6,7670,计算机科学与技术(智能班),,,
普通类一段,A532,湖南大学,44,软件工程(可分流至：软件工程、数字媒体技术),5,8950,4,物理和化学,软件工程,5,8017,,,,,,,,,,4,9007,通信工程
普通类一段,A532,湖南大学,45,信息安全(可分流至：信息安全、保密技术),5,6500,4,物理和化学,信息安全,5,8750,土木工程(智能土木实验班),2,12651,英语(语言智能实验班),2,10538,,,,2,8062,计算机科学与技术
普通类一段,A532,湖南大学,47,建筑环境与能源应用工程(低碳建筑实验班),3,6500,4,物理和化学,建筑环境与能源应用工程(低碳建筑实验班),3,17656,给排水科学与工程,2,13808,汉语言文学,3,7612,,,,6,8702,计算机科学与技术(智能班)
普通类一段,A532,湖南大学,48,给排水科学与工程,2,6500,4,物理和化学,给排水科学与工程,2,17245,化学工程与工艺,1,6489,应用物理学,5,9703,,,,6,9505,软件工程
普通类一段,A532,湖南大学,49,智能建造,2,6500,4,物理和化学,智能建造,2,17849,环境科学与工程类,3,14711,电子科学与技术,5,8928,,,,5,9590,信息安全
普通类一段,A532,湖南大学,50,化学工程与工艺,1,6500,4,物理和化学,化学工程与工艺,1,7678,生物医学工程,3,11795,新闻传播学类,3,8895,,,,1,6099,历史学
普通类一段,A532,湖南大学,51,环境科学与工程类(环境工程、环境科学),3,6500,4,物理和化学,环境科学与工程类,3,16768,建筑学,6,21289,,,,5,12717,材料科学与工程,,,
普通类一段,A532,湖南大学,52,生物医学工程(可分流至：生物技术、生物医学工程),3,6500,4,物理和化学,生物医学工程,3,10645,城乡规划,2,16658,,,,,,,,,
普通类一段,A532,湖南大学,57,大数据管理与应用(可分流至：大数据管理与应用、电子商务、信息管理与信息系统),4,5500,4,物理,大数据管理与应用,4,12291,电子商务,4,23234,信息安全,5,8910,,,,,,
普通类一段,A532,湖南大学,58,工商管理(可分流至：工商管理、市场营销、财务管理(金融工程)),6,5500,4,不限,工商管理,6,15605,材料科学与工程,5,14677,历史学,1,7633,2,8395,电子信息工程,,,
普通类一段,A532,湖南大学,59,会计学(可分流至：会计学、财务管理),5,5500,4,不限,会计学,5,10809,,,,材料科学与工程,5,14179,,,,,,
普通类一段,A533,中南大学,83,临床医学(八年制),3,7800,八年医,物理和化学和生物,临床医学(八年制),3,1118,临床医学(八年制),3,779,临床医学(八年制),3,970,3,1110,临床医学(八年制),3,979,临床医学(八年制)
普通类一段,A533,中南大学,A0,金融学类(经济管理类)(国际经济与贸易、金融学、工商管理、会计学、行政管理),16,5500,4,不限,金融学类(经济管理类),16,12727,金融学类(经济管理类),11,9394,金融学类(经济管理类),11,7371,10,6808,金融学类(经济管理类),11,6237,金融学类(经济管理类)
普通类一段,A533,中南大学,A4,建筑类(建筑城规类)(建筑学、城乡规划),4,6500,5,物理和化学,建筑类(建筑城规类),4,16844,建筑类(建筑城规类),4,13534,建筑类(建筑城规类),4,9808,4,8488,建筑类(建筑城规类),5,8017,建筑类(建筑城规类)
普通类一段,A533,中南大学,A5,数学类(数学与应用数学、信息与计算科学、统计学),12,5300,4,物理和化学,数学类,12,6479,数学类,12,6306,数学类(数学物理类),12,6858,12,6575,数学类(数学物理类),12,6487,数学类(数学物理类)
普通类一段,A533,中南大学,A6,化工与制药类(化学生物环境类)(应用化学、化学工程与工艺、制药工程、环境工程、生物工程),20,5300,4,物理和化学,化工与制药类(化学生物环境类),20,13764,化工与制药类(化学生物环境类),15,12299,化工与制药类(化学生物环境类),15,10912,15,9442,化工与制药类(化学生物环境类),12,8518,化工与制药类(化学生物环境类)
普通类一段,A533,中南大学,A8,材料类(冶金材料类)(材料科学与工程、粉体材料科学与工程、冶金工程、新能源材料与器件、无机非金属材料工程),33,6500,4,物理和化学,材料类(冶金材料类),33,14352,材料类(冶金材料类),33,14369,材料类(冶金材料类),33,14373,40,12632,材料类(冶金材料类),35,9341,材料类(冶金材料类)
普通类一段,A533,中南大学,A9,土木类(土木安全类)(土木工程、铁道工程、工程力学、消防工程、工程管理、城市地下空间工程、安全工程),15,6500,4,物理和化学,土木类(土木安全类),15,20699,土木类(土木安全类),34,18709,土木类(土木安全类),35,16868,40,13882,土木类(土木安全类),40,10882,土木类(土木安全类)
普通类一段,A533,中南大学,B0,交通运输类(交通运输、交通设备与控制工程、轨道交通信号与控制),20,6500,4,物理和化学,交通运输类,20,12404,交通运输类,15,11287,交通运输类,15,10044,,,,,,
普通类一段,A533,中南大学,B1,机械类(车辆工程、机械设计制造及其自动化、微电子科学与工程),30,6500,4,物理和化学,机械类,30,10160,机械类,29,9953,机械类,26,9862,25,9257,机械类,25,8529,机械类
普通类一段,A533,中南大学,B2,能源动力类(能源类)(能源与动力工程、新能源科学与工程、建筑环境与能源应用工程),20,6500,4,物理和化学,能源动力类(能源类),20,10888,能源动力类(能源类),13,10525,能源动力类(能源类),14,10317,14,9803,能源动力类(能源类),14,9043,能源动力类(能源类)
普通类一段,A533,中南大学,B4,自动化类(自动化与电气类)(电气工程及其自动化、自动化、测控技术与仪器、电子信息工程、人工智能),38,6500,4,物理和化学,自动化类(自动化与电气类),38,7202,自动化类(自动化与电气类),32,6895,自动化类(自动化与电气类),32,7287,30,7161,自动化类,30,7252,自动化类(自动化与电气类)
普通类一段,A533,中南大学,B5,计算机类(计算机科学与技术、信息安全、数据科学与大数据技术),23,6500,4,物理和化学,计算机类,23,5162,计算机类(计算机与通信类),23,5221,计算机类(计算机与通信类),23,5460,24,5476,计算机类(计算机通信类),24,5632,计算机类(计算机信息类)
普通类一段,A533,中南大学,B6,航空航天类(航空航天工程),3,6500,4,物理和化学,航空航天类,3,5524,航空航天类,3,5437,航空航天类,3,5489,2,5139,航空航天类,2,5465,航空航天类
普通类一段,A533,中南大学,B7,临床医学类(临床及口腔五年制医学类)(临床医学(五年制)、口腔医学(五年制)、麻醉学、精神医学),16,7800,5,物理和化学和生物,临床医学类(临床及口腔五年制医学类),16,5225,临床医学类(临床及口腔五年制医学类),16,4111,临床医学类(临床及口腔五年制医学类),16,3759,16,3400,临床医学类(临床及口腔五年制医学类),16,3031,临床医学类(临床及口腔五年制医学类)
普通类一段,A534,湖南科技大学,12,智能建造,2,5900,4,物理和化学,智能建造,2,99805,,,,工程管理,2,99939,,,,,,
普通类一段,A534,湖南科技大学,14,土木工程,9,5900,4,物理和化学,土木工程,9,272391,机械设计制造及其自动化,3,48120,机械设计制造及其自动化,3,50169,2,54679,机械设计制造及其自动化,2,54624,机械设计制造及其自动化
普通类一段,A534,湖南科技大学,17,车辆工程,3,5900,4,物理和化学,车辆工程,3,69068,机械电子工程,3,60883,机械电子工程,3,64257,3,62840,机械电子工程,3,63277,机械电子工程
普通类一段,A534,湖南科技大学,20,机械设计制造及其自动化(卓越工程师班),1,5900,4,物理和化学,机械设计制造及其自动化(卓越工程师班),1,41499,工业工程,3,92992,工业工程,3,78821,3,77369,工业工程,3,76243,工业工程
普通类一段,A534,湖南科技大学,21,工业工程,3,5900,4,物理,工业工程,3,84146,电气工程及其自动化,1,34024,电气工程及其自动化,1,42463,1,45024,电气工程及其自动化,,,
普通类一段,A534,湖南科技大学,23,电气工程及其自动化,1,5900,4,物理和化学,电气工程及其自动化,1,35114,自动化,1,35628,自动化,1,48206,,,,,,
普通类一段,A534,湖南科技大学,25,自动化,1,5900,4,物理和化学,自动化,1,36348,通信工程,2,49243,通信工程,2,54898,,,,,,
普通类一段,A534,湖南科技大学,26,电子信息工程,1,5900,4,物理和化学,电子信息工程,1,35471,机器人工程,2,50200,机器人工程,2,55213,1,55078,机器人工程,2,55584,机器人工程
普通类一段,A534,湖南科技大学,29,计算机科学与技术,2,5900,4,物理和化学,计算机科学与技术,2,31081,信息安全,1,40206,信息安全,1,46053,1,48002,信息安全,2,51312,信息安全
普通类一段,A534,湖南科技大学,31,信息安全,1,5900,4,物理和化学,信息安全,1,40266,软件工程,1,31777,软件工程,1,37025,1,44387,软件工程,2,48745,软件工程
普通类一段,A534,湖南科技大学,32,物联网工程,2,5900,4,物理和化学,物联网工程,2,46701,化学(师范类),2,60721,化学(师范类),2,53257,2,53566,化学(师范类),2,52386,化学
普通类一段,A534,湖南科技大学,33,软件工程,1,5900,4,物理和化学,软件工程,1,33056,应用化学,5,85315,应用化学,5,76451,3,67504,应用化学,3,66736,应用化学
普通类一段,A534,湖南科技大学,34,数据科学与大数据技术,1,5900,4,物理和化学,数据科学与大数据技术,1,45525,化学工程与工艺,4,78952,化学工程与工艺,4,71551,3,67645,化学工程与工艺,3,66056,化学工程与工艺
普通类一段,A534,湖南科技大学,35,化学(师范类),4,4000,4,物理和化学,化学(师范类),4,88421,环境工程,3,82347,环境工程,3,71613,2,62458,环境工程,2,59243,环境工程
普通类一段,A534,湖南科技大学,36,应用化学,5,4500,4,物理和化学,应用化学,5,113537,制药工程,2,70987,制药工程,2,67915,,,,,,
普通类一段,A534,湖南科技大学,37,化学工程与工艺,3,5900,4,物理和化学,化学工程与工艺,3,95675,能源化学工程,2,69502,能源化学工程,2,68306,,,,,,
普通类一段,A534,湖南科技大学,38,化学工程与工艺(卓越工程师班),2,5900,4,物理和化学,化学工程与工艺(卓越工程师班),2,72871,数学与应用数学(师范类),2,62001,数学与应用数学(师范类),2,57704,2,57685,数学与应用数学(师范类),2,60269,数学与应用数学
普通类一段,A534,湖南科技大学,39,制药工程,2,5900,4,物理和化学,制药工程,2,104745,信息与计算科学,4,57992,信息与计算科学,4,58911,4,56302,信息与计算科学,4,55543,信息与计算科学
普通类一段,A534,湖南科技大学,40,能源化学工程,2,5900,4,物理和化学,能源化学工程,2,76840,应用统计学,3,65158,应用统计学,3,65961,3,63766,应用统计学,3,65289,应用统计学
普通类一段,A534,湖南科技大学,41,数学与应用数学(师范类),2,4000,4,物理和化学,数学与应用数学(师范类),2,81579,物理学(师范类),2,73438,,,,,,,,,
普通类一段,A534,湖南科技大学,42,信息与计算科学,4,4500,4,物理和化学,信息与计算科学,4,66216,电子信息科学与技术,1,43430,电子信息科学与技术,1,52880,,,,,,
普通类一段,A534,湖南科技大学,44,物理学(师范类),5,4000,4,物理和化学,物理学(师范类),5,178642,光电信息科学与工程,3,61365,光电信息科学与工程,3,64006,3,62672,光电信息科学与工程,3,62934,光电信息科学与工程
普通类一段,A534,湖南科技大学,47,生物科学(师范类),5,4000,4,物理和化学,生物科学(师范类),5,185792,生物工程,3,65127,生物工程,3,63108,3,60963,生物工程,3,60914,生物工程
普通类一段,A534,湖南科技大学,48,生物工程,3,5900,4,物理和化学,生物工程,3,85139,建筑学,2,76480,建筑学,2,59382,2,54857,建筑学,2,51767,建筑学
普通类一段,A534,湖南科技大学,49,建筑学,4,5900,5,物理,建筑学,4,117454,城乡规划,3,106520,,,,,,,,,
普通类一段,A534,湖南科技大学,52,汉语言文学(师范类),3,4000,4,不限,汉语言文学(师范类),3,40694,风景园林,2,75841,风景园林,1,56714,2,53749,风景园林,,,
普通类一段,A534,湖南科技大学,54,新闻学,2,6000,4,不限,新闻学,2,63096,测绘工程,2,72451,,,,,,,,,
普通类一段,A534,湖南科技大学,59,日语(外语语种为英语，日语),4,4500,4,不限,日语,4,117161,历史学(师范类),1,51458,历史学(师范类),1,47237,1,48805,历史学(师范类),1,50740,历史学
普通类一段,A534,湖南科技大学,60,翻译(外语语种为英语),2,4500,4,不限,翻译,2,89802,新闻学,2,63744,新闻学,2,51491,2,48607,新闻学,2,52447,新闻学
普通类一段,A534,湖南科技大学,63,教育技术学(师范类),5,4000,4,物理,教育技术学(师范类),5,158028,思想政治教育(师范类),2,55798,思想政治教育(师范类),2,57863,3,56173,思想政治教育(师范类),3,57556,思想政治教育
普通类一段,A534,湖南科技大学,64,应用心理学(师范类),2,4000,4,不限,应用心理学(师范类),2,62736,,,,汉语国际教育,1,58686,1,56084,汉语国际教育,1,59952,汉语国际教育
普通类一段,A534,湖南科技大学,67,国际经济与贸易,1,5000,4,不限,国际经济与贸易,1,82667,日语,4,188393,日语,2,78655,2,63431,日语,2,61190,日语
普通类一段,A534,湖南科技大学,68,会计学,2,5000,4,不限,会计学,2,49946,翻译,2,89668,,,,,,,,,
普通类一段,A534,湖南科技大学,69,财务管理,1,5000,4,不限,财务管理,1,47858,教育学(师范类),2,75521,教育学(师范类),2,65782,4,62140,教育学(师范类),4,61916,教育学
普通类一段,A534,湖南科技大学,70,工商管理,1,5000,4,不限,工商管理,1,65676,教育技术学(师范类),2,92815,教育技术学(师范类),2,68284,,,,,,
普通类一段,A534,湖南科技大学,74,电子商务,4,5000,4,不限,电子商务,4,105470,国际经济与贸易,1,91728,,,,2,53665,国际经济与贸易,2,57280,国际经济与贸易
普通类一段,A534,湖南科技大学,75,金融工程,2,5000,4,物理,金融工程,2,82103,会计学,2,55689,会计学,2,55148,2,50478,会计学,2,50368,会计学
普通类一段,A534,湖南科技大学,76,数字经济,2,5000,4,物理,数字经济,2,85156,,,,,,,2,55957,财务管理,2,56405,财务管理
普通类一段,A534,湖南科技大学,78,安全工程,6,5900,4,物理和化学,安全工程,6,140508,,,,,,,2,72377,市场营销,2,71034,市场营销
普通类一段,A534,湖南科技大学,79,应急技术与管理,1,5900,4,物理和化学,应急技术与管理,1,131782,,,,,,,,,,,,
普通类一段,A534,湖南科技大学,85,材料成型及控制工程,2,5900,4,物理和化学,材料成型及控制工程,2,100727,安全工程,5,88619,,,,,,,,,
普通类一段,A534,湖南科技大学,90,公共事业管理,2,5000,4,不限,公共事业管理,2,88114,材料成型及控制工程,2,89014,材料成型及控制工程,2,86344,2,79065,材料成型及控制工程,2,76758,材料成型及控制工程
普通类一段,A534,湖南科技大学,95,遥感科学与技术,2,5900,4,物理和化学,遥感科学与技术,2,85629,法学,2,36183,法学,2,38859,3,38523,法学,2,38991,法学
普通类一段,A534,湖南科技大学,96,集成电路设计与集成系统,2,5900,4,物理和化学,集成电路设计与集成系统,2,49863,公共事业管理,2,88413,公共事业管理,2,60613,2,61400,公共事业管理,2,62112,公共事业管理
普通类一段,A536,长沙理工大学,9,法学,2,5000,4,不限,法学,2,29043,法学,2,29703,法学,2,35789,2,37960,法学,2,42147,汉语言文学
普通类一段,A536,长沙理工大学,10,汉语言文学,2,4500,4,不限,汉语言文学,2,38426,汉语言文学,2,41075,汉语言文学,2,42131,2,41044,汉语言文学,2,37984,新闻学
普通类一段,A536,长沙理工大学,11,新闻学,2,6000,4,不限,新闻学,2,49401,新闻学,2,52887,新闻学,2,41296,2,38928,新闻学,2,39940,英语
普通类一段,A536,长沙理工大学,12,英语,2,4500,4,不限,英语,2,53733,英语,2,53989,英语,2,42235,2,38597,英语,2,43115,翻译
普通类一段,A536,长沙理工大学,14,数学与应用数学,4,4500,4,物理和化学,数学与应用数学,4,37941,数学与应用数学,2,34701,数学与应用数学,2,36947,3,36171,数学与应用数学,2,35924,信息与计算科学
普通类一段,A536,长沙理工大学,15,信息与计算科学,3,4500,4,物理和化学,信息与计算科学,3,36156,信息与计算科学,2,34414,信息与计算科学,2,37155,2,36578,信息与计算科学,2,36460,应用统计学
普通类一段,A536,长沙理工大学,16,应用统计学,4,4500,4,物理和化学,应用统计学,4,40889,应用统计学,2,35862,应用统计学,2,38427,2,37143,应用统计学,2,35059,物理学
普通类一段,A536,长沙理工大学,25,工程力学,3,5900,4,物理和化学,工程力学,3,65050,,,,,,,,,,9,38745,土木工程
普通类一段,A536,长沙理工大学,26,土木工程,7,5900,4,物理和化学,土木工程,7,112494,土木工程,6,58573,土木工程,7,46599,7,39974,土木工程,2,55582,土木工程(中外合作办学)
普通类一段,A536,长沙理工大学,31,测控技术与仪器,2,5900,4,物理和化学,测控技术与仪器,2,39189,测控技术与仪器,2,43604,测控技术与仪器,2,45892,2,42780,测控技术与仪器,2,36279,能源与动力工程
普通类一段,A536,长沙理工大学,32,能源与动力工程,4,5900,4,物理和化学,能源与动力工程,4,36948,能源与动力工程,4,35062,能源与动力工程,3,37183,2,37246,能源与动力工程,2,36119,新能源科学与工程
普通类一段,A536,长沙理工大学,33,新能源科学与工程,2,5900,4,物理和化学,新能源科学与工程,2,34046,新能源科学与工程,2,34353,新能源科学与工程,3,36897,2,36854,新能源科学与工程,2,32437,自动化
普通类一段,A536,长沙理工大学,35,建筑环境与能源应用工程,2,5900,4,物理和化学,建筑环境与能源应用工程,2,88528,建筑环境与能源应用工程,2,61970,,,,,,,7,28333,电气工程及其自动化
普通类一段,A536,长沙理工大学,36,电气工程及其自动化,5,5900,4,物理和化学,电气工程及其自动化,5,20897,电气工程及其自动化,2,21569,电气工程及其自动化,4,25000,5,26917,电气工程及其自动化,2,32360,电子信息工程
普通类一段,A536,长沙理工大学,37,电子信息工程,2,5900,4,物理和化学,电子信息工程,2,27772,电子信息工程,2,26993,电子信息工程,2,31318,2,32186,电子信息工程,2,37884,轨道交通信号与控制
普通类一段,A536,长沙理工大学,38,轨道交通信号与控制,2,5900,4,物理和化学,轨道交通信号与控制,2,42173,轨道交通信号与控制,2,39303,轨道交通信号与控制,2,43171,2,40153,轨道交通信号与控制,2,31723,通信工程
普通类一段,A536,长沙理工大学,43,道路桥梁与渡河工程,7,5900,4,物理和化学,道路桥梁与渡河工程,7,99612,道路桥梁与渡河工程,4,59038,道路桥梁与渡河工程,5,58949,2,46728,道路桥梁与渡河工程,3,31870,交通运输类
普通类一段,A536,长沙理工大学,45,测绘工程,3,5900,4,物理和化学,测绘工程,3,89951,,,,,,,,,,2,41809,工程管理
普通类一段,A536,长沙理工大学,46,工程管理,2,5900,4,物理,工程管理,2,69031,工程管理,2,63854,工程管理,2,52835,2,45161,工程管理,2,44899,给排水科学与工程
普通类一段,A536,长沙理工大学,51,船舶与海洋工程,3,5900,4,物理和化学,船舶与海洋工程,3,61021,船舶与海洋工程,4,58391,船舶与海洋工程,6,59476,2,44259,船舶与海洋工程,5,49330,电气工程及其自动化(中外合作办学)
普通类一段,A536,长沙理工大学,53,金融学,2,5000,4,不限,金融学,2,44229,金融学,2,42802,金融学,2,39872,,,,5,38809,材料类
普通类一段,A536,长沙理工大学,58,建筑类(建筑学、城乡规划、风景园林),2,5900,5,不限,建筑类,2,58736,建筑类,2,48361,建筑类,2,38328,2,34298,建筑类,3,38541,水利类
普通类一段,A536,长沙理工大学,59,水利类(水利水电工程、港口航道与海岸工程、水文与水资源工程),5,5900,4,物理和化学,水利类,5,54241,水利类,4,44955,水利类,3,42048,2,37969,水利类,,,
普通类一段,A536,长沙理工大学,66,数字经济,1,5000,4,物理,数字经济,1,48783,数字经济,2,48672,数字经济,2,46616,2,45322,数字经济,,,
普通类一段,A536,长沙理工大学,70,智能电网信息工程,3,5900,4,物理和化学,智能电网信息工程,3,27316,智能电网信息工程,2,25838,智能电网信息工程,2,30363,2,32840,智能电网信息工程,,,
普通类一段,A536,长沙理工大学,72,城市地下空间工程,3,5900,4,物理和化学,城市地下空间工程,3,134288,城市地下空间工程,2,57735,城市地下空间工程,2,52374,2,44794,城市地下空间工程,,,
普通类一段,A536,长沙理工大学,78,汽车服务工程,1,5900,4,物理和化学,汽车服务工程,1,301497,,,,,,,,,,,,
普通类一段,A536,长沙理工大学,82,物流工程,5,5900,4,物理和化学,物流工程,5,213240,,,,,,,,,,,,
普通类一段,A536,长沙理工大学,YC,新闻学(卓越班),1,6000,4,不限,新闻学(卓越班),1,46008,新闻学(卓越班),1,42874,新闻学(卓越班),1,37356,,,,,,
普通类一段,A536,长沙理工大学,YD,会计学(卓越班),1,5000,4,不限,会计学(卓越班),1,27939,会计学(卓越班),1,27758,会计学(卓越班),1,28565,,,,,,
普通类一段,A536,长沙理工大学,YF,电气工程及其自动化(卓越班),2,5900,4,物理和化学,电气工程及其自动化(卓越班),2,19466,电气工程及其自动化(卓越班),1,20616,电气工程及其自动化(卓越班),1,24195,,,,,,
普通类一段,A536,长沙理工大学,YJ,港口航道与海岸工程(卓越班),2,5900,4,物理和化学,港口航道与海岸工程(卓越班),2,56467,港口航道与海岸工程(卓越班),2,49559,港口航道与海岸工程(卓越班),4,48813,,,,,,
普通类一段,A536,长沙理工大学,YK,水利水电工程(卓越班),1,5900,4,物理和化学,水利水电工程(卓越班),1,32696,水利水电工程(卓越班),1,31337,水利水电工程(卓越班),1,42789,,,,,,
普通类一段,A536,长沙理工大学,YL,道路桥梁与渡河工程(智慧道路卓越班),1,5900,4,物理和化学,道路桥梁与渡河工程(智慧道路卓越班),1,68603,道路桥梁与渡河工程(智慧道路卓越班),1,50993,道路桥梁与渡河工程(智慧道路卓越班),1,50305,,,,,,
普通类一段,A537,湖南农业大学,3,水生动物医学,3,3600,4,物理和化学,水生动物医学,3,165400,,,,,,,,,,,,
普通类一段,A537,湖南农业大学,8,车辆工程,2,5900,4,物理和化学,车辆工程,2,101736,农业机械化及其自动化,2,97211,农业机械化及其自动化,2,96028,,,,,,
普通类一段,A537,湖南农业大学,9,农业机械化及其自动化,2,5900,4,物理和化学,农业机械化及其自动化,2,100798,水利水电工程,2,107183,水利水电工程,4,108495,4,105281,水利水电工程,4,113556,水利水电工程
普通类一段,A537,湖南农业大学,10,机器人工程,3,5900,4,物理和化学,机器人工程,3,87164,工程管理,3,137167,工程管理,3,133538,,,,,,
普通类一段,A537,湖南农业大学,13,工程管理,5,5000,4,物理,工程管理,5,138506,土木工程,4,139190,土木工程,4,107054,,,,,,
普通类一段,A537,湖南农业大学,24,农业资源与环境,2,3600,4,物理和化学,农业资源与环境,2,146373,,,,,,,,,,,,
普通类一段,A537,湖南农业大学,29,动物医学,2,3600,5,物理和化学,动物医学,2,59818,生物工程,2,82039,生物工程,2,79617,2,75191,生物工程,2,88248,生物工程
普通类一段,A537,湖南农业大学,35,茶学,3,3600,4,物理和化学,茶学,3,159466,材料化学,2,108094,材料化学,2,96126,2,94835,材料化学,2,95181,材料化学
普通类一段,A537,湖南农业大学,39,酿酒工程,2,5900,4,物理和化学,酿酒工程,2,155882,中药资源与开发,2,109475,中药资源与开发,2,102017,2,93054,中药资源与开发,2,101080,中药资源与开发
普通类一段,A537,湖南农业大学,68,思想政治教育,3,5000,4,思想政治,思想政治教育,3,64543,,,,,,,,,,,,
普通类一段,A538,中南林业科技大学,8,园艺,3,3600,4,物理和化学,园艺,3,141592,园艺,2,80279,化学工程与工艺,3,85825,2,82339,化学工程与工艺,2,80424,化学工程与工艺
普通类一段,A538,中南林业科技大学,10,土地资源管理(国家级特色专业、国家一流专业建设点),4,5900,4,物理和化学,土地资源管理,4,248896,林学类,2,75487,木材科学与工程,4,96880,4,83644,木材科学与工程,3,76818,木材科学与工程
普通类一段,A538,中南林业科技大学,12,生物科学类(生物科学、生物技术、生态学)(生态学、生物技术为国家一流专业建设点),3,4500,4,物理和化学,生物科学类,3,86731,,,,机械类,6,81003,6,75210,机械类,2,72291,机械设计制造及其自动化
普通类一段,A538,中南林业科技大学,13,生物工程,3,5900,4,物理和化学,生物工程,3,136091,,,,能源动力类,6,71885,2,66191,能源动力类,2,88135,材料成型及控制工程
普通类一段,A538,中南林业科技大学,14,环境科学与工程类(环境工程、环境科学、环境生态工程)(环境科学为国家一流专业建设点),8,5900,4,物理和化学,环境科学与工程类,8,187707,,,,,,,,,,2,85488,车辆工程
普通类一段,A538,中南林业科技大学,16,材料类(材料科学与工程、材料化学、高分子材料与工程),10,5900,4,物理和化学,材料类,10,139031,化学工程与工艺,3,95015,供应链管理,3,84603,2,79019,供应链管理,,,
普通类一段,A538,中南林业科技大学,18,机械设计制造及其自动化(国家一流专业建设点),2,5900,4,物理和化学,机械设计制造及其自动化,2,63870,木材科学与工程,5,109848,,,,,,,,,
普通类一段,A538,中南林业科技大学,19,智能制造工程,2,5900,4,物理和化学,智能制造工程,2,73036,林产化工,10,129122,园林,3,66412,2,61918,园林,2,81670,物流工程
