专业大类编号,大类名称,专业小类编号,小类名称,专业编号,专业名称,专业原编号,专业原名称,专业变更操作
42,资源环境与安全大类,4209,安全类,420906,消防救援技术,,,新增
42,资源环境与安全大类,4209,安全类,420907,森林草原防火技术,510208,森林防火指挥与通讯,归属调整、更名
42,资源环境与安全大类,4209,安全类,420908,职业健康安全技术,520901,安全健康与环保,合并、更名
43,能源动力与材料大类,4301,电力技术类,430101,发电厂及电力系统,530101,发电厂及电力系统,保留
43,能源动力与材料大类,4301,电力技术类,430102,水电站机电设备与自动化,530106,水电站机电设备与自动化,保留
43,能源动力与材料大类,4301,电力技术类,430103,水电站与电力网技术,530109,水电站与电力网,更名
43,能源动力与材料大类,4301,电力技术类,430104,分布式发电与智能微电网技术,530112,分布式发电与微电网技术,更名
43,能源动力与材料大类,4301,电力技术类,430105,电力系统自动化技术,530103,电力系统自动化技术,保留
43,能源动力与材料大类,4301,电力技术类,430106,电力系统继电保护技术,530105,电力系统继电保护与自动化技术,更名
43,能源动力与材料大类,4301,电力技术类,430107,输配电工程技术,530104,高压输配电线路施工运行与维护,更名
43,能源动力与材料大类,4301,电力技术类,430108,供用电技术,530102,供用电技术,保留
43,能源动力与材料大类,4301,电力技术类,430109,农业电气化技术,530111,农业电气化技术,保留
43,能源动力与材料大类,4301,电力技术类,430110,机场电工技术,530113,机场电工技术,保留
43,能源动力与材料大类,4301,电力技术类,430111,电力客户服务与管理,530108,电力客户服务与管理,保留
43,能源动力与材料大类,4302,热能与发电工程类,430201,热能动力工程技术,530201,电厂热能动力装置,更名
43,能源动力与材料大类,4302,热能与发电工程类,430202,城市热能应用技术,530202,城市热能应用技术,保留
43,能源动力与材料大类,4302,热能与发电工程类,430203,地热开发技术,,,新增
43,能源动力与材料大类,4302,热能与发电工程类,430204,太阳能光热技术与应用,530307,太阳能光热技术与应用,归属调整
43,能源动力与材料大类,4302,热能与发电工程类,430205,发电运行技术,530204,火电厂集控运行,更名
43,能源动力与材料大类,4302,热能与发电工程类,430206,热工自动化技术,530206,电厂热工自动化技术,更名
43,能源动力与材料大类,4302,热能与发电工程类,430207,核电站动力设备运行与维护,530203,核电站动力设备运行与维护,保留
43,能源动力与材料大类,4302,热能与发电工程类,430208,电厂化学与环保技术,530205,电厂化学与环保技术,保留
43,能源动力与材料大类,4303,新能源发电工程类,430301,光伏工程技术,530304,光伏发电技术与应用,归属调整、合并
43,能源动力与材料大类,4303,新能源发电工程类,430302,风力发电工程技术,530301,风力发电工程技术,合并
43,能源动力与材料大类,4303,新能源发电工程类,430303,生物质能应用技术,530303,生物质能应用技术,合并
43,能源动力与材料大类,4303,新能源发电工程类,430304,氢能技术应用,530309,氢能技术应用,保留
43,能源动力与材料大类,4303,新能源发电工程类,430305,工业节能技术,530305,工业节能技术,保留
43,能源动力与材料大类,4303,新能源发电工程类,430306,节电技术与管理,530306,节电技术与管理,保留
43,能源动力与材料大类,4303,新能源发电工程类,430307,新能源材料应用技术,,,新增
43,能源动力与材料大类,4304,黑色金属材料类,430401,钢铁智能冶金技术,530401,黑色冶金技术,更名
43,能源动力与材料大类,4304,黑色金属材料类,430402,智能轧钢技术,530402,轧钢工程技术,更名
43,能源动力与材料大类,4304,黑色金属材料类,430403,钢铁冶金设备维护,530403,钢铁冶金设备应用技术,更名
43,能源动力与材料大类,4304,黑色金属材料类,430404,金属材料检测技术,530404,金属材料质量检测,合并、更名
43,能源动力与材料大类,4305,有色金属材料类,430501,有色金属智能冶金技术,530501,有色冶金技术,合并、更名
43,能源动力与材料大类,4305,有色金属材料类,430502,金属智能加工技术,530503,金属压力加工,更名
43,能源动力与材料大类,4305,有色金属材料类,430503,金属精密成型技术,530504,金属精密成型技术,保留
43,能源动力与材料大类,4305,有色金属材料类,430504,储能材料技术,530505,储能材料技术,保留
43,能源动力与材料大类,4305,有色金属材料类,430505,稀土材料技术,,,新增
43,能源动力与材料大类,4306,非金属材料类,430601,材料工程技术,530601,材料工程技术,保留
43,能源动力与材料大类,4306,非金属材料类,430602,高分子材料智能制造技术,530602,高分子材料工程技术,归属调整、合并、更名
43,能源动力与材料大类,4306,非金属材料类,430603,复合材料智能制造技术,530603,复合材料工程技术,更名
43,能源动力与材料大类,4306,非金属材料类,430604,航空复合材料成型与加工技术,,,新增
43,能源动力与材料大类,4306,非金属材料类,430605,非金属矿物材料技术,530604,非金属矿物材料技术,保留
43,能源动力与材料大类,4306,非金属材料类,430606,光伏材料制备技术,530605,光伏材料制备技术,保留
43,能源动力与材料大类,4306,非金属材料类,430607,硅材料制备技术,530607,硅材料制备技术,保留
43,能源动力与材料大类,4306,非金属材料类,430608,炭材料工程技术,530606,炭素加工技术,更名
43,能源动力与材料大类,4306,非金属材料类,430609,橡胶智能制造技术,530608,橡胶工程技术,更名
43,能源动力与材料大类,4307,建筑材料类,430701,建筑材料工程技术,530701,建筑材料工程技术,合并
43,能源动力与材料大类,4307,建筑材料类,430702,新型建筑材料技术,530705,新型建筑材料技术,保留
43,能源动力与材料大类,4307,建筑材料类,430703,建筑装饰材料技术,530703,建筑装饰材料技术,保留
43,能源动力与材料大类,4307,建筑材料类,430704,建筑材料检测技术,530702,建筑材料检测技术,保留
43,能源动力与材料大类,4307,建筑材料类,430705,装配式建筑构件智能制造技术,,,新增
44,土木建筑大类,4401,建筑设计类,440101,建筑设计,540101,建筑设计,保留
44,土木建筑大类,4401,建筑设计类,440102,建筑装饰工程技术,540102,建筑装饰工程技术,保留
44,土木建筑大类,4401,建筑设计类,440103,古建筑工程技术,540103,古建筑工程技术,保留
44,土木建筑大类,4401,建筑设计类,440104,园林工程技术,540106,园林工程技术,保留
44,土木建筑大类,4401,建筑设计类,440105,风景园林设计,540105,风景园林设计,保留
44,土木建筑大类,4401,建筑设计类,440106,建筑室内设计,540104,建筑室内设计,保留
44,土木建筑大类,4401,建筑设计类,440107,建筑动画技术,540107,建筑动画与模型制作,更名
44,土木建筑大类,4402,城乡规划与管理类,440201,城乡规划,540201,城乡规划,保留
44,土木建筑大类,4402,城乡规划与管理类,440202,智慧城市管理技术,540203,城市信息化管理,更名
44,土木建筑大类,4402,城乡规划与管理类,440203,村镇建设与管理,540202,村镇建设与管理,保留
44,土木建筑大类,4403,土建施工类,440301,建筑工程技术,540301,建筑工程技术,保留
44,土木建筑大类,4403,土建施工类,440302,装配式建筑工程技术,,,新增
44,土木建筑大类,4403,土建施工类,440303,建筑钢结构工程技术,540304,建筑钢结构工程技术,保留
44,土木建筑大类,4403,土建施工类,440304,智能建造技术,,,新增
44,土木建筑大类,4403,土建施工类,440305,地下与隧道工程技术,540302,地下与隧道工程技术,保留
44,土木建筑大类,4403,土建施工类,440306,土木工程检测技术,540303,土木工程检测技术,保留
44,土木建筑大类,4404,建筑设备类,440401,建筑设备工程技术,540401,建筑设备工程技术,保留
44,土木建筑大类,4404,建筑设备类,440402,建筑电气工程技术,540403,建筑电气工程技术,保留
44,土木建筑大类,4404,建筑设备类,440403,供热通风与空调工程技术,540402,供热通风与空调工程技术,保留
44,土木建筑大类,4404,建筑设备类,440404,建筑智能化工程技术,540404,建筑智能化工程技术,保留
44,土木建筑大类,4404,建筑设备类,440405,工业设备安装工程技术,540405,工业设备安装工程技术,保留
44,土木建筑大类,4404,建筑设备类,440406,建筑消防技术,540406,消防工程技术,更名
44,土木建筑大类,4405,建设工程管理类,440501,工程造价,540502,工程造价,保留
44,土木建筑大类,4405,建设工程管理类,440502,建设工程管理,540501,建设工程管理,合并
44,土木建筑大类,4405,建设工程管理类,440503,建筑经济信息化管理,540503,建筑经济管理,更名
44,土木建筑大类,4405,建设工程管理类,440504,建设工程监理,540505,建设工程监理,保留
44,土木建筑大类,4406,市政工程类,440601,市政工程技术,540601,市政工程技术,保留
44,土木建筑大类,4406,市政工程类,440602,给排水工程技术,540603,给排水工程技术,保留
44,土木建筑大类,4406,市政工程类,440603,城市燃气工程技术,540602,城市燃气工程技术,保留
44,土木建筑大类,4406,市政工程类,440604,市政管网智能检测与维护,,,新增
44,土木建筑大类,4406,市政工程类,440605,城市环境工程技术,540604,环境卫生工程技术,更名
44,土木建筑大类,4407,房地产类,440701,房地产经营与管理,540701,房地产经营与管理,保留
44,土木建筑大类,4407,房地产类,440702,房地产智能检测与估价,540702,房地产检测与估价,更名
44,土木建筑大类,4407,房地产类,440703,现代物业管理,540703,物业管理,更名
45,水利大类,4501,水文水资源类,450101,水文与水资源技术,550101,水文与水资源工程,更名
45,水利大类,4501,水文水资源类,450102,水政水资源管理,550103,水政水资源管理,保留
45,水利大类,4502,水利工程与管理类,450201,水利工程,550201,水利工程,保留
45,水利大类,4502,水利工程与管理类,450202,智慧水利技术,,,新增
45,水利大类,4502,水利工程与管理类,450203,水利水电工程技术,550202,水利水电工程技术,保留
45,水利大类,4502,水利工程与管理类,450204,水利水电工程智能管理,550203,水利水电工程管理,更名
45,水利大类,4502,水利工程与管理类,450205,水利水电建筑工程,550204,水利水电建筑工程,保留
45,水利大类,4502,水利工程与管理类,450206,机电排灌工程技术,550205,机电排灌工程技术,保留
45,水利大类,4502,水利工程与管理类,450207,治河与航道工程技术,550206,港口航道与治河工程,更名
45,水利大类,4502,水利工程与管理类,450208,智能水务管理,550207,水务管理,更名
45,水利大类,4503,水利水电设备类,450301,水电站设备安装与管理,550301,水电站动力设备,更名
45,水利大类,4503,水利水电设备类,450302,水电站运行与智能管理,550303,水电站运行与管理,更名
45,水利大类,4503,水利水电设备类,450303,水利机电设备智能管理,550304,水利机电设备运行与管理,更名
45,水利大类,4504,水土保持与水环境类,450401,水土保持技术,550401,水土保持技术,保留
45,水利大类,4504,水土保持与水环境类,450402,水环境智能监测与治理,550402,水环境监测与治理,更名
45,水利大类,4504,水土保持与水环境类,450403,水生态修复技术,,,新增
46,装备制造大类,4601,机械设计制造类,460101,机械设计与制造,560101,机械设计与制造,保留
46,装备制造大类,4601,机械设计制造类,460102,数字化设计与制造技术,,,新增
46,装备制造大类,4601,机械设计制造类,460103,数控技术,560103,数控技术,保留
46,装备制造大类,4601,机械设计制造类,460104,机械制造及自动化,560102,机械制造与自动化,合并、更名
46,装备制造大类,4601,机械设计制造类,460105,工业设计,560118,工业设计,保留
46,装备制造大类,4601,机械设计制造类,460106,工业工程技术,560119,工业工程技术,保留
46,装备制造大类,4601,机械设计制造类,460107,材料成型及控制技术,560106,材料成型与控制技术,合并、更名
46,装备制造大类,4601,机械设计制造类,460108,现代铸造技术,560108,铸造技术,更名
46,装备制造大类,4601,机械设计制造类,460109,现代锻压技术,560109,锻压技术,更名
46,装备制造大类,4601,机械设计制造类,460110,智能焊接技术,560110,焊接技术与自动化,更名
46,装备制造大类,4601,机械设计制造类,460111,工业材料表面处理技术,,,新增
46,装备制造大类,4601,机械设计制造类,460112,增材制造技术,,,新增
46,装备制造大类,4601,机械设计制造类,460113,模具设计与制造,560113,模具设计与制造,保留
46,装备制造大类,4601,机械设计制造类,460114,特种加工技术,560105,特种加工技术,保留
46,装备制造大类,4601,机械设计制造类,460115,智能光电制造技术,560206,光电制造与应用技术,归属调整、更名
46,装备制造大类,4601,机械设计制造类,460116,电线电缆制造技术,560115,电线电缆制造技术,保留
46,装备制造大类,4601,机械设计制造类,460117,内燃机制造与应用技术,560116,内燃机制造与维修,更名
46,装备制造大类,4601,机械设计制造类,460118,机械装备制造技术,560117,机械装备制造技术,保留
46,装备制造大类,4601,机械设计制造类,460119,工业产品质量检测技术,560111,机械产品检测检验技术,更名
46,装备制造大类,4601,机械设计制造类,460120,理化测试与质检技术,560112,理化测试与质检技术,保留
46,装备制造大类,4602,机电设备类,460201,智能制造装备技术,560201,自动化生产设备应用,合并、更名
46,装备制造大类,4602,机电设备类,460202,机电设备技术,560202,机电设备安装技术,合并、更名
46,装备制造大类,4602,机电设备类,460203,电机与电器技术,560114,电机与电器技术,归属调整
46,装备制造大类,4602,机电设备类,460204,新能源装备技术,560207,新能源装备技术,保留
46,装备制造大类,4602,机电设备类,460205,制冷与空调技术,560205,制冷与空调技术,保留
46,装备制造大类,4602,机电设备类,460206,电梯工程技术,560308,电梯工程技术,归属调整
46,装备制造大类,4603,自动化类,460301,机电一体化技术,560301,机电一体化技术,保留
46,装备制造大类,4603,自动化类,460302,智能机电技术,,,新增
46,装备制造大类,4603,自动化类,460303,智能控制技术,560304,智能控制技术,保留
46,装备制造大类,4603,自动化类,460304,智能机器人技术,,,新增
46,装备制造大类,4603,自动化类,460305,工业机器人技术,560309,工业机器人技术,保留
46,装备制造大类,4603,自动化类,460306,电气自动化技术,560302,电气自动化技术,保留
46,装备制造大类,4603,自动化类,460307,工业过程自动化技术,560303,工业过程自动化技术,保留
46,装备制造大类,4603,自动化类,460308,工业自动化仪表技术,560306,工业自动化仪表,更名
46,装备制造大类,4603,自动化类,460309,液压与气动技术,560307,液压与气动技术,保留
46,装备制造大类,4603,自动化类,460310,工业互联网应用,,,新增
46,装备制造大类,4603,自动化类,460311,计量测试与应用技术,,,新增
46,装备制造大类,4604,轨道装备类,460401,铁道机车车辆制造与维护,560401,铁道机车车辆制造与维护,保留
46,装备制造大类,4604,轨道装备类,460402,高速铁路动车组制造与维护,,,新增
46,装备制造大类,4604,轨道装备类,460403,城市轨道交通车辆制造与维护,,,新增
46,装备制造大类,4604,轨道装备类,460404,轨道交通通信信号设备制造与维护,560402,铁道通信信号设备制造与维护,更名
46,装备制造大类,4604,轨道装备类,460405,轨道交通工程机械制造与维护,560403,铁道施工和养路机械制造与维护,更名
46,装备制造大类,4605,船舶与海洋工程装备类,460501,船舶工程技术,560501,船舶工程技术,保留
46,装备制造大类,4605,船舶与海洋工程装备类,460502,船舶动力工程技术,560502,船舶机械工程技术,合并
46,装备制造大类,4605,船舶与海洋工程装备类,460503,船舶电气工程技术,560503,船舶电气工程技术,保留
46,装备制造大类,4605,船舶与海洋工程装备类,460504,船舶智能焊接技术,,,新增
46,装备制造大类,4605,船舶与海洋工程装备类,460505,船舶舾装工程技术,560504,船舶舾装工程技术,保留
46,装备制造大类,4605,船舶与海洋工程装备类,460506,船舶涂装工程技术,560505,船舶涂装工程技术,保留
46,装备制造大类,4605,船舶与海洋工程装备类,460507,船舶通信装备技术,560508,船舶通信与导航,更名
46,装备制造大类,4605,船舶与海洋工程装备类,460508,游艇设计与制造,560506,游艇设计与制造,保留
46,装备制造大类,4605,船舶与海洋工程装备类,460509,邮轮内装技术,,,新增
46,装备制造大类,4605,船舶与海洋工程装备类,460510,海洋工程装备技术,560507,海洋工程技术,更名
46,装备制造大类,4606,航空装备类,460601,飞行器数字化制造技术,560601,飞行器制造技术,更名
46,装备制造大类,4606,航空装备类,460602,飞行器数字化装配技术,,,新增
46,装备制造大类,4606,航空装备类,460603,航空发动机制造技术,560603,航空发动机制造技术,保留
46,装备制造大类,4606,航空装备类,460604,航空发动机装配调试技术,560604,航空发动机装试技术,更名
46,装备制造大类,4606,航空装备类,460605,飞机机载设备装配调试技术,560606,飞机机载设备制造技术,合并、更名
46,装备制造大类,4606,航空装备类,460606,航空装备表面处理技术,,,新增
46,装备制造大类,4606,航空装备类,460607,飞行器维修技术,560602,飞行器维修技术,保留
46,装备制造大类,4606,航空装备类,460608,航空发动机维修技术,560605,航空发动机维修技术,保留
46,装备制造大类,4606,航空装备类,460609,无人机应用技术,560610,无人机应用技术,保留
46,装备制造大类,4606,航空装备类,460610,航空材料精密成型技术,560609,航空材料精密成型技术,保留
46,装备制造大类,4606,航空装备类,460611,导弹维修技术,560611,导弹维修,更名
46,装备制造大类,4607,汽车制造类,460701,汽车制造与试验技术,560701,汽车制造与装配技术,合并、更名
46,装备制造大类,4607,汽车制造类,460702,新能源汽车技术,560707,新能源汽车技术,保留
46,装备制造大类,4607,汽车制造类,460703,汽车电子技术,560703,汽车电子技术,保留
46,装备制造大类,4607,汽车制造类,460704,智能网联汽车技术,,,新增
46,装备制造大类,4607,汽车制造类,460705,汽车造型与改装技术,560704,汽车造型技术,合并、更名
47,生物与化工大类,4701,生物技术类,470101,食品生物技术,570101,食品生物技术,保留
47,生物与化工大类,4701,生物技术类,470102,药品生物技术,570103,药品生物技术,保留
47,生物与化工大类,4701,生物技术类,470103,农业生物技术,570104,农业生物技术,保留
47,生物与化工大类,4701,生物技术类,470104,化工生物技术,570102,化工生物技术,保留
47,生物与化工大类,4701,生物技术类,470105,生物产品检验检疫,570105,生物产品检验检疫,保留
47,生物与化工大类,4701,生物技术类,470106,绿色生物制造技术,,,新增
47,生物与化工大类,4701,生物技术类,470107,生物信息技术,,,新增
47,生物与化工大类,4702,化工技术类,470201,应用化工技术,570201,应用化工技术,保留
47,生物与化工大类,4702,化工技术类,470202,石油炼制技术,570202,石油炼制技术,保留
47,生物与化工大类,4702,化工技术类,470203,精细化工技术,570205,精细化工技术,保留
47,生物与化工大类,4702,化工技术类,470204,石油化工技术,570203,石油化工技术,保留
47,生物与化工大类,4702,化工技术类,470205,煤化工技术,570212,煤化工技术,保留
47,生物与化工大类,4702,化工技术类,470206,高分子合成技术,570204,高分子合成技术,保留
47,生物与化工大类,4702,化工技术类,470207,海洋化工技术,570206,海洋化工技术,保留
47,生物与化工大类,4702,化工技术类,470208,分析检验技术,570207,工业分析技术,归属调整、合并、更名
47,生物与化工大类,4702,化工技术类,470209,化工智能制造技术,,,新增
47,生物与化工大类,4702,化工技术类,470210,化工装备技术,570208,化工装备技术,保留
47,生物与化工大类,4702,化工技术类,470211,化工自动化技术,570209,化工自动化技术,保留
47,生物与化工大类,4702,化工技术类,470212,涂装防护技术,570210,涂装防护技术,保留
47,生物与化工大类,4702,化工技术类,470213,烟花爆竹技术与管理,570211,烟花爆竹技术与管理,保留
48,轻工纺织大类,4801,轻化工类,480101,化妆品技术,580106,化妆品技术,保留
48,轻工纺织大类,4801,轻化工类,480102,现代造纸技术,580102,制浆造纸技术,更名
48,轻工纺织大类,4801,轻化工类,480103,家具设计与制造,580105,家具设计与制造,保留
48,轻工纺织大类,4801,轻化工类,480104,鞋类设计与工艺,580109,鞋类设计与工艺,保留
48,轻工纺织大类,4801,轻化工类,480105,陶瓷制造技术与工艺,580111,陶瓷制造工艺,更名
48,轻工纺织大类,4801,轻化工类,480106,珠宝首饰技术与管理,580112,珠宝首饰技术与管理,保留
48,轻工纺织大类,4801,轻化工类,480107,皮革加工技术,580107,皮革加工技术,保留
48,轻工纺织大类,4801,轻化工类,480108,皮具制作与工艺,580108,皮具制作与工艺,保留
48,轻工纺织大类,4801,轻化工类,480109,乐器制造与维护,580110,乐器制造与维护,保留
48,轻工纺织大类,4801,轻化工类,480110,香料香精技术与工艺,580103,香料香精工艺,更名
48,轻工纺织大类,4801,轻化工类,480111,表面精饰工艺,580104,表面精饰工艺,保留
48,轻工纺织大类,4802,包装类,480201,包装工程技术,580201,包装工程技术,保留
48,轻工纺织大类,4802,包装类,480202,包装策划与设计,580202,包装策划与设计,保留
48,轻工纺织大类,4803,印刷类,480301,数字印刷技术,580305,数字印刷技术,保留
48,轻工纺织大类,4803,印刷类,480302,印刷媒体技术,580304,印刷媒体技术,保留
48,轻工纺织大类,4803,印刷类,480303,印刷数字图文技术,580301,数字图文信息技术,合并、更名
48,轻工纺织大类,4803,印刷类,480304,印刷设备应用技术,580302,印刷设备应用技术,保留
48,轻工纺织大类,4804,纺织服装类,480401,现代纺织技术,580401,现代纺织技术,保留
48,轻工纺织大类,4804,纺织服装类,480402,服装设计与工艺,580410,服装设计与工艺,保留
48,轻工纺织大类,4804,纺织服装类,480403,丝绸技术,580402,丝绸技术,保留
48,轻工纺织大类,4804,纺织服装类,480404,针织技术与针织服装,580409,针织技术与针织服装,保留
48,轻工纺织大类,4804,纺织服装类,480405,数字化染整技术,580403,染整技术,更名
48,轻工纺织大类,4804,纺织服装类,480406,纺织品设计,580406,纺织品设计,保留
48,轻工纺织大类,4804,纺织服装类,480407,现代家用纺织品设计,580407,家用纺织品设计,更名
48,轻工纺织大类,4804,纺织服装类,480408,纺织材料与应用,580408,纺织材料与应用,保留
48,轻工纺织大类,4804,纺织服装类,480409,现代非织造技术,,,新增
48,轻工纺织大类,4804,纺织服装类,480410,纺织机电技术,580404,纺织机电技术,保留
48,轻工纺织大类,4804,纺织服装类,480411,纺织品检验与贸易,580405,纺织品检验与贸易,保留
48,轻工纺织大类,4804,纺织服装类,480412,皮革服装制作与工艺,580411,皮革服装制作与工艺,保留
49,食品药品与粮食大类,4901,食品类,490101,食品智能加工技术,590101,食品加工技术,更名
49,食品药品与粮食大类,4901,食品类,490102,食品质量与安全,590103,食品质量与安全,保留
49,食品药品与粮食大类,4901,食品类,490103,食品营养与健康,590106,食品营养与卫生,更名
49,食品药品与粮食大类,4901,食品类,490104,食品检验检测技术,590105,食品检测技术,合并、更名
49,食品药品与粮食大类,4901,食品类,490105,酿酒技术,590102,酿酒技术,保留
49,食品药品与粮食大类,4901,食品类,490106,食品贮运与营销,590104,食品贮运与营销,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490201,药品生产技术,590202,药品生产技术,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490202,生物制药技术,590207,生物制药技术,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490203,药物制剂技术,590209,药物制剂技术,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490204,化学制药技术,590206,化学制药技术,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490205,兽药制药技术,590203,兽药制药技术,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490206,药品质量与安全,590204,药品质量与安全,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490207,制药设备应用技术,590205,制药设备应用技术,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490208,药品经营与管理,590301,药品经营与管理,合并
49,食品药品与粮食大类,4902,药品与医疗器械类,490209,食品药品监督管理,590305,食品药品监督管理,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490210,智能医疗装备技术,620805,医疗设备应用技术,归属调整、更名
49,食品药品与粮食大类,4902,药品与医疗器械类,490211,医用电子仪器技术,620806,精密医疗器械技术,归属调整、更名
49,食品药品与粮食大类,4902,药品与医疗器械类,490212,医用材料与应用,,,新增
49,食品药品与粮食大类,4902,药品与医疗器械类,490213,医疗器械维护与管理,620807,医疗器械维护与管理,归属调整
49,食品药品与粮食大类,4902,药品与医疗器械类,490214,医疗器械经营与服务,620812,医疗器械经营与管理,归属调整、更名
49,食品药品与粮食大类,4902,药品与医疗器械类,490215,康复工程技术,620808,康复工程技术,归属调整
49,食品药品与粮食大类,4902,药品与医疗器械类,490216,保健食品质量与管理,590303,保健品开发与管理,更名
49,食品药品与粮食大类,4902,药品与医疗器械类,490217,化妆品经营与管理,590304,化妆品经营与管理,保留
49,食品药品与粮食大类,4902,药品与医疗器械类,490218,化妆品质量与安全,,,新增
49,食品药品与粮食大类,4903,粮食类,490301,粮食工程技术与管理,590401,粮食工程技术,更名
49,食品药品与粮食大类,4903,粮食类,490302,粮食储运与质量安全,590501,粮油储藏与检测技术,更名
50,交通运输大类,5001,铁道运输类,500101,铁道工程技术,600104,铁道工程技术,保留
50,交通运输大类,5001,铁道运输类,500102,高速铁路施工与维护,600111,高速铁道工程技术,更名
50,交通运输大类,5001,铁道运输类,500103,铁道桥梁隧道工程技术,600110,铁路桥梁与隧道工程技术,更名
50,交通运输大类,5001,铁道运输类,500104,铁道养路机械应用技术,600105,铁道机械化维修技术,更名
50,交通运输大类,5001,铁道运输类,500105,铁道机车运用与维护,600101,铁道机车,更名
50,交通运输大类,5001,铁道运输类,500106,铁道车辆技术,600102,铁道车辆,更名
50,交通运输大类,5001,铁道运输类,500107,铁道供电技术,600103,铁道供电技术,保留
50,交通运输大类,5001,铁道运输类,500108,动车组检修技术,600113,动车组检修技术,保留
50,交通运输大类,5001,铁道运输类,500109,高速铁路综合维修技术,600114,高铁综合维修技术,更名
50,交通运输大类,5001,铁道运输类,500110,铁道信号自动控制,600106,铁道信号自动控制,保留
50,交通运输大类,5001,铁道运输类,500111,铁道通信与信息化技术,600107,铁道通信与信息化技术,保留
50,交通运输大类,5001,铁道运输类,500112,铁道交通运营管理,600108,铁道交通运营管理,保留
50,交通运输大类,5001,铁道运输类,500113,高速铁路客运服务,600112,高速铁路客运乘务,更名
50,交通运输大类,5002,道路运输类,500201,道路与桥梁工程技术,600202,道路桥梁工程技术,更名
50,交通运输大类,5002,道路运输类,500202,道路机械化施工技术,600205,公路机械化施工技术,更名
50,交通运输大类,5002,道路运输类,500203,智能工程机械运用技术,600206,工程机械运用技术,更名
50,交通运输大类,5002,道路运输类,500204,道路工程检测技术,,,新增
50,交通运输大类,5002,道路运输类,500205,道路工程造价,,,新增
50,交通运输大类,5002,道路运输类,500206,道路养护与管理,600204,道路养护与管理,保留
50,交通运输大类,5002,道路运输类,500207,智能交通技术,600201,智能交通技术运用,更名
50,交通运输大类,5002,道路运输类,500208,道路运输管理,600203,道路运输与路政管理,更名
50,交通运输大类,5002,道路运输类,500209,交通运营管理,600207,交通运营管理,合并
50,交通运输大类,5002,道路运输类,500210,汽车技术服务与营销,630702,汽车营销与服务,归属调整、更名
50,交通运输大类,5002,道路运输类,500211,汽车检测与维修技术,600209,汽车运用与维修技术,合并、更名
50,交通运输大类,5002,道路运输类,500212,新能源汽车检测与维修技术,600212,新能源汽车运用与维修,更名
50,交通运输大类,5003,水上运输类,500301,航海技术,600301,航海技术,保留
50,交通运输大类,5003,水上运输类,500302,港口与航道工程技术,600307,港口与航道工程技术,保留
50,交通运输大类,5003,水上运输类,500303,轮机工程技术,600310,轮机工程技术,保留
50,交通运输大类,5003,水上运输类,500304,国际邮轮乘务管理,600302,国际邮轮乘务管理,保留
50,交通运输大类,5003,水上运输类,500305,水路运输安全管理,600312,水路运输与海事管理,更名
50,交通运输大类,5003,水上运输类,500306,港口机械与智能控制,600305,港口机械与自动控制,合并、更名
50,交通运输大类,5003,水上运输类,500307,港口与航运管理,600308,港口与航运管理,保留
50,交通运输大类,5003,水上运输类,500308,船舶电子电气技术,600303,船舶电子电气技术,保留
50,交通运输大类,5003,水上运输类,500309,船舶检验,600304,船舶检验,保留
50,交通运输大类,5003,水上运输类,500310,集装箱运输管理,600313,集装箱运输管理,保留
50,交通运输大类,5004,航空运输类,500401,民航运输服务,600401,民航运输,更名
50,交通运输大类,5004,航空运输类,500402,民航通信技术,600402,民航通信技术,保留
50,交通运输大类,5004,航空运输类,500403,定翼机驾驶技术,600403,定翼机驾驶技术,保留
50,交通运输大类,5004,航空运输类,500404,直升机驾驶技术,600404,直升机驾驶技术,保留
50,交通运输大类,5004,航空运输类,500405,空中乘务,600405,空中乘务,保留
50,交通运输大类,5004,航空运输类,500406,民航安全技术管理,600406,民航安全技术管理,保留
50,交通运输大类,5004,航空运输类,500407,民航空中安全保卫,600407,民航空中安全保卫,保留
50,交通运输大类,5004,航空运输类,500408,机场运行服务与管理,600408,机场运行,更名
50,交通运输大类,5004,航空运输类,500409,飞机机电设备维修,600409,飞机机电设备维修,保留
50,交通运输大类,5004,航空运输类,500410,飞机电子设备维修,600410,飞机电子设备维修,保留
50,交通运输大类,5004,航空运输类,500411,飞机部件修理,600411,飞机部件修理,保留
50,交通运输大类,5004,航空运输类,500412,通用航空器维修,600416,通用航空器维修,保留
50,交通运输大类,5004,航空运输类,500413,飞机结构修理,600418,飞机结构修理,保留
50,交通运输大类,5004,航空运输类,500414,航空地面设备维修,600412,航空地面设备维修,保留
50,交通运输大类,5004,航空运输类,500415,机场场务技术与管理,600413,机场场务技术与管理,保留
50,交通运输大类,5004,航空运输类,500416,通用航空航务技术,600417,通用航空航务技术,保留
50,交通运输大类,5004,航空运输类,500417,航空油料,600414,航空油料,保留
50,交通运输大类,5005,管道运输类,500501,管道工程技术,600501,管道工程技术,保留
